Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,AI_Impact_Level,Automation_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2022,USA,Amazon,Full Stack Developer,Senior,141271,76,Moderate Impact,Medium,70,10,37
2022,Canada,NVIDIA,Backend Developer,Senior,82363,57,Moderate Impact,Medium,78,8,38
2024,Canada,Meta,Frontend Developer,Mid,107068,76,Moderate Impact,High,79,7,45
2023,UK,Infosys,Data Scientist,Senior,84529,90,High Demand,Low,71,8,42
2022,Australia,NVIDIA,Data Analyst,Senior,96165,100,Growing Demand,Medium,63,6,44
2023,Germany,IBM,Data Scientist,Senior,100777,76,High Demand,Low,55,9,50
2024,Australia,IBM,ML Engineer,Senior,126588,88,High Demand,Low,71,7,37
2025,Canada,Wipro,AI Engineer,Junior,122479,80,High Demand,Low,51,9,40
2024,USA,Infosys,ML Engineer,Senior,224867,100,High Demand,Low,59,7,43
2024,UK,Microsoft,ML Engineer,Senior,112992,87,High Demand,Low,67,7,39
2024,Germany,Amazon,Full Stack Developer,Junior,87896,62,Moderate Impact,High,54,8,42
2022,UK,Amazon,Frontend Developer,Senior,99578,57,Moderate Impact,Medium,71,10,35
2023,India,NVIDIA,Full Stack Developer,Junior,36647,62,Moderate Impact,High,53,10,50
2024,India,Meta,Data Scientist,Mid,37338,84,High Demand,Low,59,6,46
2023,USA,Amazon,Data Analyst,Mid,139609,77,Growing Demand,Medium,72,7,42
2022,India,TCS,Full Stack Developer,Senior,23530,81,Moderate Impact,Medium,86,6,44
2023,Canada,Wipro,Data Scientist,Mid,158646,100,High Demand,Low,72,10,41
2025,Australia,TCS,Backend Developer,Mid,121841,68,Moderate Impact,Medium,64,9,45
2022,Australia,Wipro,Mobile Developer,Junior,89247,87,Moderate Impact,High,53,10,37
2022,Australia,OpenAI,Mobile Developer,Mid,80238,65,Moderate Impact,High,65,8,46
2025,Australia,Meta,Full Stack Developer,Junior,109995,75,Moderate Impact,High,51,7,45
2023,UK,Accenture,Data Analyst,Junior,104251,72,Growing Demand,Medium,81,6,49
2024,UK,OpenAI,Data Analyst,Mid,92079,74,Growing Demand,Medium,87,8,45
2022,Germany,OpenAI,Data Analyst,Mid,112302,81,Growing Demand,Medium,58,9,40
2025,Canada,Meta,AI Engineer,Mid,117271,100,High Demand,Low,64,6,43
2025,India,OpenAI,Full Stack Developer,Mid,18559,78,Moderate Impact,High,88,7,47
2022,UK,IBM,Data Scientist,Junior,113827,96,High Demand,Low,73,7,40
2023,Canada,Infosys,Data Analyst,Mid,107176,84,Growing Demand,Medium,89,8,49
2023,Australia,Microsoft,Backend Developer,Junior,111483,77,Moderate Impact,High,80,8,48
2025,India,IBM,Backend Developer,Mid,41114,67,Moderate Impact,Medium,74,6,39
2025,USA,Meta,Frontend Developer,Mid,146929,85,Moderate Impact,High,59,7,47
2025,Australia,Microsoft,Full Stack Developer,Mid,125674,60,Moderate Impact,High,83,7,44
2022,India,IBM,AI Engineer,Junior,23406,88,High Demand,Low,80,8,43
2024,USA,OpenAI,AI Engineer,Junior,253629,100,High Demand,Low,52,6,37
2025,India,Wipro,Full Stack Developer,Senior,35133,87,Moderate Impact,High,64,8,42
2022,Germany,TCS,Backend Developer,Senior,77525,79,Moderate Impact,Medium,63,9,38
2024,India,Wipro,ML Engineer,Mid,25466,100,High Demand,Low,88,7,40
2023,India,Wipro,AI Engineer,Senior,31494,83,High Demand,Low,53,8,36
2022,Canada,IBM,Data Scientist,Senior,124681,85,High Demand,Low,80,6,40
2025,Australia,IBM,Data Scientist,Senior,140442,100,High Demand,Low,56,7,48
2025,India,OpenAI,Mobile Developer,Mid,39879,61,Moderate Impact,Medium,62,8,50
2024,India,TCS,Full Stack Developer,Senior,36939,78,Moderate Impact,Medium,59,8,42
2025,India,Accenture,Frontend Developer,Senior,29154,61,Moderate Impact,High,83,10,39
2024,Australia,OpenAI,Mobile Developer,Junior,130585,62,Moderate Impact,High,63,7,35
2022,India,Wipro,Mobile Developer,Mid,19386,83,Moderate Impact,Medium,90,9,38
2022,UK,TCS,Full Stack Developer,Mid,96390,60,Moderate Impact,High,71,10,36
2023,UK,Wipro,ML Engineer,Junior,123782,82,High Demand,Low,84,8,48
2024,Australia,OpenAI,Frontend Developer,Senior,106145,66,Moderate Impact,Medium,81,10,36
2024,Canada,Amazon,Mobile Developer,Junior,117327,83,Moderate Impact,Medium,74,8,49
2024,USA,Microsoft,Backend Developer,Mid,157325,66,Moderate Impact,Medium,68,8,39
2023,USA,Microsoft,Mobile Developer,Senior,147395,85,Moderate Impact,High,69,10,38
2025,UK,Accenture,ML Engineer,Mid,101481,100,High Demand,Low,84,9,45
2024,Australia,Meta,Frontend Developer,Mid,129411,58,Moderate Impact,High,60,7,41
2024,Canada,Google,Frontend Developer,Junior,120970,90,Moderate Impact,Medium,69,8,35
2023,Canada,TCS,Data Analyst,Junior,99866,72,Growing Demand,Medium,50,9,49
2023,Australia,Accenture,Data Scientist,Senior,166017,76,High Demand,Low,70,7,40
2024,Canada,Google,AI Engineer,Junior,124072,83,High Demand,Low,66,8,37
2025,Canada,IBM,Backend Developer,Junior,109805,60,Moderate Impact,High,70,8,43
2025,USA,TCS,Full Stack Developer,Senior,158116,72,Moderate Impact,Medium,62,7,46
2022,UK,TCS,AI Engineer,Senior,91262,77,High Demand,Low,56,9,50
2024,UK,Amazon,Frontend Developer,Junior,97320,73,Moderate Impact,Medium,61,10,39
2025,USA,Microsoft,AI Engineer,Junior,215233,79,High Demand,Low,87,6,40
2023,USA,TCS,Backend Developer,Junior,118780,74,Moderate Impact,High,53,10,44
2024,Australia,Wipro,ML Engineer,Senior,158535,93,High Demand,Low,79,9,42
2023,USA,OpenAI,ML Engineer,Senior,127441,85,High Demand,Low,52,6,41
2023,Canada,Microsoft,Mobile Developer,Mid,83594,77,Moderate Impact,High,81,7,40
2024,India,IBM,Data Scientist,Senior,28594,82,High Demand,Low,59,7,40
2024,India,Accenture,Mobile Developer,Junior,26928,90,Moderate Impact,Medium,76,6,37
2023,India,OpenAI,Backend Developer,Senior,16082,75,Moderate Impact,Medium,73,9,45
2024,USA,Meta,Data Analyst,Senior,145824,79,Growing Demand,Medium,80,7,36
2023,Australia,Accenture,Mobile Developer,Mid,116841,53,Moderate Impact,Medium,61,6,39
2022,Germany,Meta,ML Engineer,Mid,102616,76,High Demand,Low,84,9,48
2022,UK,Accenture,Full Stack Developer,Mid,99786,77,Moderate Impact,Medium,57,10,39
2022,Australia,Wipro,Frontend Developer,Junior,79660,54,Moderate Impact,High,56,10,46
2024,USA,Google,ML Engineer,Senior,198243,100,High Demand,Low,62,10,40
2022,Australia,Google,Data Scientist,Mid,107375,100,High Demand,Low,66,10,49
2022,Canada,Accenture,Data Analyst,Junior,94844,100,Growing Demand,Medium,62,7,50
2023,UK,Accenture,Backend Developer,Mid,96752,57,Moderate Impact,High,61,9,47
2022,Germany,Meta,Frontend Developer,Mid,77534,73,Moderate Impact,Medium,87,8,36
2024,USA,TCS,Frontend Developer,Mid,149953,75,Moderate Impact,Medium,74,8,46
2025,UK,Amazon,Frontend Developer,Mid,112128,87,Moderate Impact,Medium,58,9,37
2023,Australia,TCS,Full Stack Developer,Junior,115362,66,Moderate Impact,High,77,10,41
2022,Australia,Meta,Mobile Developer,Mid,85343,55,Moderate Impact,Medium,77,6,49
2025,UK,Meta,AI Engineer,Mid,133533,99,High Demand,Low,80,8,49
2023,Canada,IBM,Backend Developer,Senior,102438,81,Moderate Impact,High,80,9,39
2023,Canada,Meta,AI Engineer,Senior,134838,100,High Demand,Low,66,7,40
2022,Canada,TCS,Mobile Developer,Senior,80674,78,Moderate Impact,Medium,75,7,37
2024,Australia,IBM,AI Engineer,Mid,135816,86,High Demand,Low,51,8,42
2025,Canada,Wipro,Data Analyst,Mid,120858,77,Growing Demand,Medium,66,6,45
2024,Canada,Accenture,AI Engineer,Junior,150769,100,High Demand,Low,60,7,36
2025,UK,OpenAI,Full Stack Developer,Senior,86440,76,Moderate Impact,High,57,10,37
2023,India,NVIDIA,Mobile Developer,Senior,30875,64,Moderate Impact,High,77,9,42
2022,Australia,NVIDIA,Data Scientist,Junior,115021,100,High Demand,Low,88,7,45
2023,Canada,Microsoft,Data Scientist,Mid,123260,83,High Demand,Low,62,7,40
2025,Australia,Accenture,AI Engineer,Junior,198505,100,High Demand,Low,80,6,36
2024,UK,Meta,AI Engineer,Senior,96885,100,High Demand,Low,56,9,47
2024,Canada,Accenture,Frontend Developer,Mid,82298,82,Moderate Impact,High,69,9,48
2025,Canada,Google,Frontend Developer,Senior,110099,74,Moderate Impact,Medium,63,8,39
2025,Australia,Accenture,ML Engineer,Junior,159535,79,High Demand,Low,74,8,47
2025,India,Wipro,ML Engineer,Senior,39002,95,High Demand,Low,56,9,44
2022,USA,NVIDIA,Mobile Developer,Mid,95832,85,Moderate Impact,High,87,10,47
2023,Canada,TCS,AI Engineer,Junior,138757,93,High Demand,Low,84,7,36
2023,USA,Accenture,Full Stack Developer,Mid,156518,86,Moderate Impact,High,80,8,36
2022,UK,OpenAI,Frontend Developer,Mid,89428,90,Moderate Impact,High,75,9,37
2022,Australia,Accenture,Data Scientist,Junior,151863,100,High Demand,Low,67,7,48
2023,India,Infosys,Data Scientist,Junior,48475,85,High Demand,Low,77,10,37
2025,Germany,Microsoft,ML Engineer,Junior,134949,80,High Demand,Low,54,6,45
2025,UK,Meta,Frontend Developer,Senior,78104,71,Moderate Impact,Medium,55,8,35
2023,UK,Accenture,Full Stack Developer,Mid,99359,57,Moderate Impact,Medium,77,10,37
2022,India,Accenture,Frontend Developer,Mid,31133,72,Moderate Impact,Medium,90,10,48
2025,India,IBM,Data Analyst,Senior,41840,97,Growing Demand,Medium,73,10,43
2024,Germany,Microsoft,Frontend Developer,Senior,101202,76,Moderate Impact,High,56,7,40
2025,Canada,TCS,AI Engineer,Mid,172080,100,High Demand,Low,90,7,45
2025,India,Google,Frontend Developer,Mid,21312,79,Moderate Impact,Medium,66,10,48
2023,Germany,Wipro,ML Engineer,Senior,138567,97,High Demand,Low,88,8,47
2025,India,Microsoft,AI Engineer,Senior,24577,100,High Demand,Low,78,9,50
2024,UK,TCS,Mobile Developer,Mid,82380,53,Moderate Impact,Medium,81,6,48
2023,UK,Infosys,Backend Developer,Mid,90390,87,Moderate Impact,Medium,89,7,41
2022,UK,Accenture,ML Engineer,Mid,118886,84,High Demand,Low,89,6,35
2022,Canada,Meta,Backend Developer,Senior,90993,61,Moderate Impact,Medium,71,7,44
2022,Australia,Infosys,Full Stack Developer,Mid,111175,73,Moderate Impact,Medium,88,7,37
2023,Germany,NVIDIA,Backend Developer,Junior,98963,82,Moderate Impact,Medium,54,6,38
2024,India,Meta,Data Scientist,Senior,50834,100,High Demand,Low,89,10,43
2022,India,Microsoft,Data Analyst,Mid,36499,89,Growing Demand,Medium,85,7,50
2023,UK,Amazon,Backend Developer,Junior,103502,55,Moderate Impact,Medium,85,10,42
2025,Germany,OpenAI,AI Engineer,Senior,157239,100,High Demand,Low,51,8,43
2024,Canada,Wipro,Backend Developer,Mid,78992,64,Moderate Impact,Medium,57,9,47
2022,Canada,Wipro,AI Engineer,Mid,98709,95,High Demand,Low,78,8,44
2023,Canada,Meta,Frontend Developer,Senior,95888,78,Moderate Impact,High,88,6,38
2024,USA,NVIDIA,Data Scientist,Senior,144443,95,High Demand,Low,75,7,40
2023,Australia,Accenture,Backend Developer,Mid,81061,71,Moderate Impact,High,56,6,39
2024,Australia,IBM,Full Stack Developer,Senior,93929,81,Moderate Impact,High,65,10,39
2023,India,Infosys,Data Scientist,Mid,50842,80,High Demand,Low,85,9,45
2025,USA,Infosys,Full Stack Developer,Mid,163357,64,Moderate Impact,High,61,6,40
2024,Germany,Meta,Mobile Developer,Junior,119857,74,Moderate Impact,Medium,61,6,49
2025,Canada,Meta,Data Analyst,Senior,116377,75,Growing Demand,Medium,74,8,47
2022,UK,NVIDIA,Mobile Developer,Senior,79230,88,Moderate Impact,High,60,7,37
2024,Germany,OpenAI,Frontend Developer,Junior,80515,73,Moderate Impact,Medium,64,8,50
2023,Germany,Amazon,Data Analyst,Senior,85232,80,Growing Demand,Medium,77,8,48
2025,India,Meta,Mobile Developer,Senior,20954,82,Moderate Impact,High,79,7,49
2022,Canada,OpenAI,Mobile Developer,Junior,102114,67,Moderate Impact,Medium,76,6,38
2022,USA,Google,AI Engineer,Senior,142552,100,High Demand,Low,70,8,38
2025,USA,Wipro,ML Engineer,Mid,158008,100,High Demand,Low,62,10,40
2024,USA,TCS,ML Engineer,Mid,177019,100,High Demand,Low,73,10,41
2023,USA,Wipro,Full Stack Developer,Mid,108651,70,Moderate Impact,High,81,6,47
2022,Australia,OpenAI,Full Stack Developer,Junior,93831,66,Moderate Impact,Medium,86,8,40
2023,Germany,Accenture,Full Stack Developer,Junior,73698,62,Moderate Impact,Medium,84,9,35
2024,Australia,IBM,AI Engineer,Junior,144392,78,High Demand,Low,89,7,36
2025,Germany,OpenAI,Frontend Developer,Senior,133318,74,Moderate Impact,High,88,6,45
2025,Australia,Amazon,Data Analyst,Junior,116048,91,Growing Demand,Medium,83,8,50
2022,India,OpenAI,Mobile Developer,Senior,25695,68,Moderate Impact,High,50,9,40
2024,Germany,NVIDIA,AI Engineer,Senior,157118,100,High Demand,Low,68,8,49
2023,Australia,Wipro,AI Engineer,Mid,131900,91,High Demand,Low,58,6,42
2024,Australia,NVIDIA,ML Engineer,Senior,127972,100,High Demand,Low,51,10,37
2022,USA,OpenAI,ML Engineer,Senior,136076,100,High Demand,Low,76,7,38
2025,Canada,OpenAI,Mobile Developer,Junior,107980,55,Moderate Impact,High,85,8,47
2022,India,OpenAI,ML Engineer,Junior,24731,100,High Demand,Low,76,6,50
2024,UK,NVIDIA,Backend Developer,Senior,105580,80,Moderate Impact,Medium,54,7,46
2025,UK,Accenture,ML Engineer,Junior,149005,89,High Demand,Low,68,8,35
2023,Australia,Accenture,ML Engineer,Senior,151341,82,High Demand,Low,56,9,42
2023,Australia,IBM,Full Stack Developer,Junior,113192,77,Moderate Impact,High,70,6,50
2022,UK,Wipro,Backend Developer,Junior,84486,61,Moderate Impact,High,71,7,37
2025,Germany,NVIDIA,Frontend Developer,Mid,137249,71,Moderate Impact,High,80,8,36
2024,Australia,Google,Frontend Developer,Mid,97434,68,Moderate Impact,Medium,79,6,42
2022,India,Amazon,Frontend Developer,Senior,21384,91,Moderate Impact,Medium,62,7,49
2023,Germany,TCS,Data Scientist,Mid,149867,84,High Demand,Low,82,10,44
2022,Germany,IBM,Full Stack Developer,Junior,85810,77,Moderate Impact,High,55,8,46
2023,UK,TCS,Full Stack Developer,Senior,72489,82,Moderate Impact,High,64,8,35
2025,USA,Meta,Data Scientist,Senior,170280,77,High Demand,Low,86,7,36
2025,USA,OpenAI,Data Scientist,Mid,135225,90,High Demand,Low,85,8,39
2022,India,Google,Frontend Developer,Mid,30058,81,Moderate Impact,High,57,10,40
2022,India,TCS,Mobile Developer,Junior,29075,83,Moderate Impact,High,90,9,35
2023,India,Meta,AI Engineer,Mid,23455,100,High Demand,Low,52,10,35
2023,Germany,Meta,Data Analyst,Mid,115151,95,Growing Demand,Medium,89,10,46
2023,Canada,Google,Data Analyst,Mid,100613,90,Growing Demand,Medium,79,8,47
2023,Canada,Accenture,Data Scientist,Junior,126126,100,High Demand,Low,59,10,47
2025,Canada,TCS,Frontend Developer,Junior,88311,64,Moderate Impact,Medium,74,10,37
2024,Germany,Wipro,Backend Developer,Mid,93146,83,Moderate Impact,High,69,9,38
2023,Germany,TCS,Frontend Developer,Mid,102120,92,Moderate Impact,Medium,58,9,42
2022,Canada,IBM,AI Engineer,Senior,101351,94,High Demand,Low,85,7,45
2022,USA,OpenAI,Data Analyst,Senior,98425,81,Growing Demand,Medium,82,9,41
2022,Germany,Accenture,Full Stack Developer,Mid,112389,71,Moderate Impact,Medium,80,8,38
2022,India,NVIDIA,AI Engineer,Senior,39589,86,High Demand,Low,52,7,42
2025,Australia,Infosys,AI Engineer,Senior,166861,100,High Demand,Low,61,10,42
2022,Australia,OpenAI,Backend Developer,Mid,96745,82,Moderate Impact,High,56,10,48
2025,India,Accenture,Mobile Developer,Junior,26732,65,Moderate Impact,Medium,52,6,35
2023,India,NVIDIA,Full Stack Developer,Senior,28519,63,Moderate Impact,Medium,59,9,43
2023,India,IBM,Frontend Developer,Mid,19020,77,Moderate Impact,Medium,89,6,40
2022,Australia,OpenAI,Data Scientist,Mid,128742,91,High Demand,Low,86,10,44
2022,Canada,OpenAI,Frontend Developer,Junior,79468,70,Moderate Impact,High,63,9,41
2025,UK,Google,ML Engineer,Mid,95486,83,High Demand,Low,79,6,42
2022,Canada,NVIDIA,Backend Developer,Junior,103810,79,Moderate Impact,High,78,6,50
2023,Australia,Google,Mobile Developer,Senior,93240,74,Moderate Impact,High,88,7,45
2023,UK,Wipro,Full Stack Developer,Mid,92432,79,Moderate Impact,High,81,9,47
2025,UK,Wipro,Frontend Developer,Junior,71861,80,Moderate Impact,High,50,7,43
2025,Australia,Meta,Data Scientist,Mid,121182,90,High Demand,Low,66,9,42
2023,India,Microsoft,Frontend Developer,Senior,16430,76,Moderate Impact,Medium,58,9,48
2024,Germany,Amazon,ML Engineer,Junior,154496,84,High Demand,Low,65,10,40
2025,Canada,Infosys,Data Scientist,Junior,119215,83,High Demand,Low,64,8,45
2024,Australia,Infosys,Mobile Developer,Junior,87528,78,Moderate Impact,High,72,6,35
2022,India,Amazon,Backend Developer,Senior,26775,66,Moderate Impact,High,59,6,48
2025,UK,Amazon,Frontend Developer,Junior,94055,59,Moderate Impact,Medium,57,7,50
2022,Australia,NVIDIA,Frontend Developer,Mid,117755,67,Moderate Impact,High,53,7,42
2023,Germany,Wipro,Mobile Developer,Mid,110567,80,Moderate Impact,High,50,9,37
2024,Germany,Microsoft,Full Stack Developer,Junior,103908,79,Moderate Impact,Medium,90,8,38
2023,UK,Accenture,AI Engineer,Mid,97765,78,High Demand,Low,50,9,40
2024,Canada,Infosys,Backend Developer,Senior,116898,87,Moderate Impact,Medium,78,10,45
2022,UK,Google,Data Analyst,Junior,88988,72,Growing Demand,Medium,80,8,45
2022,India,Meta,Frontend Developer,Junior,36374,66,Moderate Impact,Medium,58,10,35
2025,India,Wipro,AI Engineer,Mid,19090,97,High Demand,Low,71,6,50
2024,Germany,Amazon,AI Engineer,Senior,146895,100,High Demand,Low,58,7,46
2024,Germany,Microsoft,Backend Developer,Mid,91451,87,Moderate Impact,High,67,10,42
2025,Canada,Google,Data Scientist,Senior,125741,78,High Demand,Low,64,8,41
2024,Germany,Wipro,ML Engineer,Senior,119053,100,High Demand,Low,55,7,41
2022,USA,OpenAI,Backend Developer,Junior,155689,87,Moderate Impact,Medium,68,9,36
2022,Australia,Wipro,Backend Developer,Senior,77765,92,Moderate Impact,Medium,78,8,36
2023,USA,NVIDIA,Data Analyst,Senior,114998,90,Growing Demand,Medium,85,8,40
2022,Germany,IBM,Frontend Developer,Senior,70036,85,Moderate Impact,High,51,10,47
2024,USA,OpenAI,AI Engineer,Mid,240266,100,High Demand,Low,87,10,44
2022,USA,Google,ML Engineer,Senior,133309,94,High Demand,Low,75,9,35
2025,Australia,Google,Data Scientist,Senior,161513,97,High Demand,Low,65,10,47
2025,USA,OpenAI,Frontend Developer,Senior,164720,54,Moderate Impact,Medium,58,8,40
2024,Germany,Wipro,Full Stack Developer,Junior,111216,59,Moderate Impact,High,65,8,50
2025,Germany,NVIDIA,AI Engineer,Senior,170682,100,High Demand,Low,57,6,45
2023,Australia,OpenAI,Full Stack Developer,Senior,112797,77,Moderate Impact,High,76,7,40
2022,India,Meta,Frontend Developer,Mid,39982,64,Moderate Impact,Medium,78,10,36
2024,USA,Amazon,Frontend Developer,Mid,168664,71,Moderate Impact,Medium,57,6,47
2024,Australia,Meta,AI Engineer,Mid,162344,90,High Demand,Low,59,9,45
2022,Germany,IBM,Data Analyst,Senior,108016,76,Growing Demand,Medium,51,9,50
2023,UK,Meta,Mobile Developer,Junior,89206,87,Moderate Impact,High,59,6,48
2025,India,Amazon,Full Stack Developer,Senior,42475,85,Moderate Impact,Medium,63,9,37
2024,UK,Microsoft,Mobile Developer,Junior,85770,61,Moderate Impact,Medium,84,10,43
2024,Germany,IBM,ML Engineer,Mid,142111,100,High Demand,Low,89,9,37
2024,Germany,NVIDIA,ML Engineer,Junior,149756,94,High Demand,Low,60,8,36
2023,Canada,Infosys,Full Stack Developer,Senior,81462,76,Moderate Impact,Medium,90,6,37
2025,Germany,Wipro,Backend Developer,Junior,91337,54,Moderate Impact,Medium,50,9,40
2022,USA,OpenAI,AI Engineer,Junior,185568,100,High Demand,Low,76,7,37
2024,Germany,Infosys,AI Engineer,Mid,135651,92,High Demand,Low,88,6,45
2023,Canada,TCS,Data Scientist,Mid,118469,98,High Demand,Low,86,6,48
2024,Australia,TCS,Data Analyst,Mid,127329,75,Growing Demand,Medium,86,7,38
2025,USA,TCS,Mobile Developer,Mid,127114,60,Moderate Impact,High,79,10,37
2022,Canada,Microsoft,Backend Developer,Mid,108632,77,Moderate Impact,High,87,7,47
2025,UK,Microsoft,Data Scientist,Mid,136346,82,High Demand,Low,82,8,46
2025,Australia,IBM,Data Analyst,Senior,95551,94,Growing Demand,Medium,88,6,50
2024,Australia,Amazon,Frontend Developer,Mid,87392,68,Moderate Impact,Medium,79,10,50
2025,UK,Meta,Backend Developer,Mid,85351,83,Moderate Impact,Medium,65,6,36
2023,Australia,Accenture,Full Stack Developer,Mid,79051,87,Moderate Impact,High,82,6,45
2022,Canada,OpenAI,Data Scientist,Junior,119507,98,High Demand,Low,74,7,45
2025,USA,Meta,Backend Developer,Mid,107014,66,Moderate Impact,Medium,59,10,44
2024,India,Google,Data Analyst,Mid,41952,93,Growing Demand,Medium,83,9,39
2023,Canada,TCS,AI Engineer,Mid,133134,96,High Demand,Low,69,6,45
2025,Germany,TCS,Mobile Developer,Junior,131317,82,Moderate Impact,High,72,10,35
2025,Canada,Infosys,Data Scientist,Junior,148051,100,High Demand,Low,88,6,39
2022,Germany,IBM,AI Engineer,Senior,117469,100,High Demand,Low,78,6,46
2022,India,Amazon,Full Stack Developer,Mid,14883,70,Moderate Impact,Medium,83,6,47
2023,Germany,IBM,Backend Developer,Junior,104535,62,Moderate Impact,Medium,70,8,49
2025,Australia,OpenAI,Data Scientist,Junior,180109,100,High Demand,Low,68,10,47
2022,USA,Accenture,Full Stack Developer,Junior,97848,60,Moderate Impact,Medium,68,7,38
2024,UK,Infosys,AI Engineer,Junior,139530,82,High Demand,Low,52,7,40
2025,Australia,Infosys,Data Scientist,Junior,187052,74,High Demand,Low,64,6,41
